id	huzasid	talalat	darab	ertek
2781	568	4	3068	4131
2782	411	3	35166	679
2783	1062	5	37	482640
2784	994	6	1	208377355
2785	589	5	18	642947
2786	776	3	77786	938
2787	548	3	62754	650
2788	719	3	73330	929
2789	325	7	1	6271316
2790	573	5	48	333322
2791	429	3	37572	572
2792	417	5	27	226055
2794	536	5	26	368301
2795	1019	5	35	456150
2796	841	3	69901	1245
2797	527	3	61783	712
2798	630	4	3065	3670
2799	956	3	36709	1410
2800	1118	3	34395	1710
2801	393	5	31	248454
2802	775	7	16	2799648
2803	1096	5	29	503440
2804	303	3	59634	467
2806	741	7	1	14051759
2807	538	5	59	158228
2808	431	6	1	43035572
2811	447	5	80	83021
2812	1066	3	41297	1270
2813	1044	5	55	430360
2815	587	3	63208	661
2816	701	5	100	117974
2817	409	5	42	163487
2818	703	3	41926	995
2819	1120	3	38010	1510
2821	601	3	71753	674
2822	704	5	27	458699
2823	354	7	1	15283441
2824	1128	4	3420	5025
2825	656	7	1	10525421
2826	368	4	1840	3830
2827	328	5	29	198787
2828	373	3	34623	738
2829	863	3	52492	1150
2830	1046	3	45268	2060
2831	679	4	2606	4906
2832	743	5	62	193562
2833	1056	3	39045	1340
2834	837	4	3023	5915
2836	920	6	1	57151810
2837	566	4	3012	3788
2838	503	5	43	244678
2839	521	5	24	389600
2840	358	6	1	80075510
2841	670	7	1	13148935
2842	967	4	2198	7235
2843	777	4	4602	4722
2844	531	7	2	4591747
2845	658	3	33776	1154
2846	558	6	1	51207631
2847	626	3	44917	810
2848	1026	5	47	392850
2849	906	4	5087	2905
2850	922	5	88	154435
2851	588	6	1	282514233
2852	500	7	1	19582033
2853	960	4	2502	5105
2854	1103	4	2028	8330
2855	745	3	52488	922
2856	673	3	51161	867
2857	1054	6	1	660621395
2858	483	3	30808	799
2859	1028	3	47693	1250
2860	896	4	2176	6080
2861	435	4	2327	3207
2862	723	5	56	255250
2863	988	4	1575	9565
2864	303	4	2764	2882
2865	687	3	38595	1074
2866	378	5	27	265176
2867	990	5	40	378260
2868	830	5	39	351505
2869	302	5	250	31665
2870	720	3	69231	946
2871	830	4	2500	5485
2872	840	3	64834	1240
2873	498	7	1	25596834
2874	965	5	68	204560
2875	729	3	58301	823
2876	961	3	26020	1675
2877	563	3	43467	861
2878	779	4	5380	4603
2879	649	4	2281	4895
2880	1080	4	2199	8310
2881	629	5	35	356211
2882	789	5	56	270046
2883	769	4	4366	4394
2884	776	5	98	212618
2885	298	5	59	99293
2886	858	5	65	286980
2887	665	7	2	12953145
2889	339	5	29	235211
2890	357	5	34	225034
2891	340	7	2	3536431
2892	577	4	1956	5580
2893	1020	5	64	250805
2894	1065	4	3103	5945
2895	426	7	1	6100096
2896	722	5	103	191908
2897	387	3	59105	486
2898	892	4	2003	7310
2899	382	3	51680	559
2900	731	5	49	286499
2901	844	4	4793	5140
2903	332	4	2748	2072
2904	883	3	39876	1280
2905	752	4	2236	6269
2906	913	5	45	289325
2907	1093	3	40588	1435
2908	576	4	3381	3458
2911	380	7	2	4354026
2912	1062	4	2286	7810
2913	379	5	73	102533
2914	468	4	2949	2805
2915	853	4	3873	8055
2916	637	4	1810	6005
2917	634	7	1	10353982
2918	857	4	3429	5260
2919	662	4	3097	4002
2920	1013	3	60359	1075
2921	520	4	2332	4007
2923	391	7	2	3684823
2924	1096	3	33086	1545
2925	942	5	29	494955
2926	305	5	43	198554
2927	1025	5	55	279805
2928	431	7	1	18433620
2929	988	5	27	557815
2930	897	3	41298	1195
2931	1067	6	1	143311070
2932	712	3	36189	1209
2933	613	7	1	11820038
2934	419	5	39	164132
2935	382	7	2	4142868
2936	991	3	38317	1330
2937	336	5	46	141235
2938	509	4	2511	3997
2939	910	3	59030	895
2940	436	3	46311	602
2941	436	7	2	3983723
2942	313	4	3505	1843
2943	571	7	1	14588159
2944	817	4	2604	6190
2945	339	4	1881	3621
2946	857	5	63	286160
2947	1108	5	45	478815
2948	1020	3	44368	1265
2949	404	3	63557	399
2950	1069	4	1619	8950
2951	388	3	68776	409
2952	371	4	2246	3288
2953	1098	5	31	536685
2954	1034	3	56297	990
2955	843	4	6625	3490
2956	656	3	36888	999
2957	510	6	1	106446167
2958	762	4	4588	3618
2959	898	5	39	356150
2960	688	7	1	12128035
2962	405	7	4	1829419
2963	421	5	28	234303
2964	923	4	3935	3650
2965	943	5	27	530020
2966	719	4	5082	3829
2968	914	3	38453	1240
2969	815	3	50371	1105
2970	913	4	2483	5245
2971	1111	5	47	362810
2972	738	5	44	296821
2973	922	4	3209	4235
2974	992	4	2372	6085
2975	1007	3	35747	1425
2976	1040	3	61459	1225
2977	997	3	54539	1060
2978	519	4	3374	2801
2979	580	3	70420	640
2980	317	3	47359	461
2981	862	6	1	144731470
2982	1069	5	24	603810
2983	488	5	25	306480
2984	1026	3	40562	1595
2985	817	3	50853	1110
2986	593	5	99	123656
2987	997	4	3905	4230
2988	915	5	35	453420
2989	836	3	62829	975
2990	334	5	30	196915
2991	582	5	59	180599
2992	771	7	1	23648606
2993	423	6	1	229481784
2994	1013	4	3993	4650
2995	549	3	69904	662
2996	936	4	2107	7295
2997	987	6	1	62954190
2998	786	7	1	15002297
2999	488	3	30754	872
3000	1110	4	2209	7465
3001	1032	3	50079	1105
3002	778	5	65	330022
3003	661	7	3	7483171
3004	460	4	3555	1930
3005	624	4	2507	4206
3007	972	5	26	505690
3008	1038	4	2048	8330
3009	941	4	2209	6535
3010	747	4	2200	5697
3011	845	4	4419	5970
3012	827	4	2809	4935
3013	864	4	3928	4095
3014	585	3	46595	867
3015	580	7	2	6441260
3016	580	4	5197	2479
3017	677	3	41176	1059
3019	792	4	2263	6376
3020	715	4	2808	6386
3021	318	7	1	5613550
3022	641	4	3677	3591
3023	1029	3	37859	1510
3024	911	6	1	345753685
3025	833	4	4236	3705
3026	1072	6	1	342248630
3027	703	5	44	270844
3028	572	3	85393	672
3029	1064	4	1917	9520
3031	505	5	99	113030
3032	403	4	2509	2864
3033	1052	3	44944	1390
3034	406	5	96	78931
3035	476	7	1	7558158
3036	381	4	4889	1647
3038	926	5	37	334460
3039	800	3	54723	822
3040	740	4	2678	5198
3041	916	5	34	429245
3042	384	7	4	2418889
3043	1007	4	2095	6945
3044	442	7	2	10890867
3045	409	3	45994	523
3046	929	3	46897	1305
3047	779	3	91480	948
3048	1081	5	45	358925
3049	676	5	48	255836
3050	976	5	92	188105
3051	575	7	6	6445185
3052	306	7	5	2051871
3053	491	6	1	183478686
3054	693	3	38028	1304
3055	394	6	1	274139825
3056	816	5	64	260260
3057	776	7	1	20836570
3058	753	3	73193	718
3059	407	4	2415	2800
3060	614	4	3732	3280
3061	993	4	2942	5695
3062	1045	5	62	418785
3063	561	7	8	1252965
3064	397	4	3355	2068
3065	366	4	2183	3365
3066	1065	6	1	843327210
3067	768	7	2	9337158
3068	752	5	55	254858
3069	528	4	2974	4356
3070	1083	5	31	526165
3072	1121	5	47	340545
3073	797	6	1	414115758
3074	635	4	1499	7012
3075	920	4	2580	4925
3076	464	5	30	268781
3077	714	3	38322	1179
3078	735	3	59630	792
3079	734	7	3	4388563
3080	561	3	63428	553
3081	787	3	41578	1290
3082	432	4	2591	2405
3083	983	5	76	251095
3085	877	3	56056	1075
3086	937	5	54	257545
3087	1110	3	36908	1565
3088	1110	5	47	350800
3089	618	5	75	158916
3090	392	3	44729	586
3091	784	5	84	209691
3092	1072	5	99	163630
3093	915	3	49572	1120
3094	791	5	77	179688
3095	347	5	91	68523
3096	680	3	55692	838
3097	561	4	4849	2067
3098	566	7	1	43250978
3099	935	3	34521	1435
3100	298	4	2421	2420
3101	417	4	1846	3306
3102	888	5	59	260905
3103	588	7	1	12394868
3104	882	5	35	413445
3105	896	3	40401	1145
3106	787	5	32	479058
3107	1083	4	1904	8565
3108	547	3	50565	745
3109	475	4	893	8385
3110	885	5	82	174910
3112	395	4	4655	1463
3114	855	4	6501	5875
3115	489	5	53	147169
3116	861	3	58008	930
3117	307	5	79	80923
3118	575	4	4065	2824
3119	966	3	52931	950
3120	967	5	29	548385
3121	429	4	2071	2964
3122	707	5	95	122513
3123	533	5	69	133612
3124	422	4	4388	1553
3125	807	3	55894	920
3126	1012	5	41	438790
3127	975	5	19	873340
3129	735	4	4227	3194
3130	539	4	1797	5321
3131	708	4	2348	4784
3133	805	5	53	270701
3134	1082	5	51	322855
3135	667	4	1775	6497
3136	756	3	61074	718
3137	321	3	51830	380
3138	493	4	1715	4427
3139	982	3	54174	1135
3140	742	3	69940	801
3141	682	5	37	351563
3142	458	4	2352	3371
3143	1027	5	23	688245
3144	436	4	2363	3372
3145	453	4	2599	3022
3146	622	4	2172	5065
3147	1012	4	2073	8680
3148	1004	5	43	341670
3149	376	5	52	154563
3150	372	5	40	181814
3151	453	3	47124	583
3152	356	5	52	138683
3153	538	3	41777	782
